circRNA,disease,label
circrhobtb3,melanoma,0
hsa_circ_0044529,leukoaraiosis,0
hsa_circ_0087215,"carcinoma, hepatocellular",0
hsa_circ_0071896,facet joint osteoarthritis,1
hsa_circ_0015278,myocardial infarction,0
hsa_circ_0007534,glioma,1
hsa_circ_0005519,asthma,1
hsa_circ_000361,essential hypertension,0
hsa_circ_0000673,stomach neoplasms,1
hsa_circ_0001821,lung neoplasms,1
hsa_circrna_102101,gallbladder neoplasms,0
hsa_circ_0127621,esophageal neoplasms,0
hsa_circ_0001546,stomach neoplasms,1
hsa_circ_0058063,urinary bladder neoplasms,1
hsa_circ_0017446,"leukemia, myeloid, acute",1
hsa_circ_0067209,"diabetes, gestational",0
circpvt1,"carcinoma, non-small-cell lung",1
hsa_circrna_14623,"thyroid cancer, papillary",0
hsa_circrna_015115,t2dm with depression,1
hsa_circ_0006801,glioblastoma,0
hsa_circ_0009910,cholangiocarcinoma,0
hsa_circ_0001772,essential hypertension,0
hsa_circ_0004015,intervertebral disc degeneration,0
circlmtk2,intervertebral disc degeneration,0
hsa_circrna_100257,melanoma,0
hsa_circ_0000073,bladder urothelial carcinoma,0
hsa_circ_0081162,"leukemia, myeloid, acute",0
hsa_circ_0020397,colorectal neoplasms,1
hsa_circ_0057762,"lupus erythematosus, systemic",1
circsmarca5,"diabetes mellitus, type 2",0
hsa_circ_0003146,"lupus erythematosus, systemic",1
circgfra1,gallbladder neoplasms,0
circrna-chr19,"hemorrhagic fever, ebola",1
hsa_circ_0071589,colorectal neoplasms,1
hsa_circ_087631,ovarian neoplasms,0
circ-scarb1,vascular endothelial dysfunction,0
hsa_circ_0008309,squamous cell carcinoma of head and neck,1
hsa_circ_102470,pre-eclampsia,0
hsa_circ_0081108,"leukemia, myeloid, acute",0
circmyo9b,hypertension,0
hsa_circ_0005576,uterine cervical neoplasms,1
bcrc-3,diabetic retinopathy,0
hsa_circrna_046843,"thyroid cancer, papillary",1
hsa_circ_0000175,diabetic retinopathy,0
hsa_circ_0002052,endometrial neoplasms,0
circass1,breast neoplasms,1
hsa_circ_0067835,colorectal neoplasms,1
circ-prkci,adenocarcinoma of lung,1
hsa_circ_0009361,retinoblastoma,0
circpsmc3,stomach neoplasms,1
circubxn7,"carcinoma, ovarian epithelial",0
circ_usp9y,chronic thromboembolic pulmonary hypertension,0
cdr1as,urinary bladder neoplasms,1
hsa_circ_0008717,cutaneous squamous cell carcinoma,0
hsa_circ_0000337,intervertebral disc degeneration,0
circrna.20159,diabetes mellitus,0
circhipk3,nasopharyngeal carcinoma,1
circnf1,stomach neoplasms,1
hsa_circ_103973,hypopharyngeal neoplasms,0
hsa_circ_0032131,osteoarthritis,1
hsa_circrna_406557,thyroid neoplasms,0
hsa_circ_000361,"liver cirrhosis, biliary",1
hsa_circ_006100,cutaneous squamous cell carcinoma,0
circnek6,thyroid neoplasms,1
hsa_circ_0001178,"carcinoma, hepatocellular",1
hsa_circ_0006948,"arthritis, rheumatoid",0
circmmp9,glioblastoma,1
hsa_circ_0052012,infantile hemangioma,0
circrna_0086376,"arthritis, rheumatoid",0
hsa_circ_0053277,colorectal neoplasms,1
circsmarca5,"carcinoma, non-small-cell lung",1
circ-cdc45,repeated implantation failure,0
hsa_circ_0026372,salivary adenoid cystic carcinoma,0
circpum1,ovarian neoplasms,1
circ_stk24,"epilepsy, temporal lobe",1
hsa_circ_0020123,"carcinoma, non-small-cell lung",1
hsa_circ_0001275,coronary artery disease,0
circ-eno1,adenocarcinoma of lung,1
circpvt1,precursor cell lymphoblastic leukemia-lymphoma,1
hsa_circ_104075,retinal neurodegeneration,0
hsa_circ_0023903,retinoblastoma,0
hsa_circ_0006168,esophageal squamous cell carcinoma,1
hsa_circ_101555,nasopharyngeal carcinoma,0
circ-eif4g3,liver neoplasms,0
hsa_circrna_101981,prostatic neoplasms,1
hsa_circ_0070963,irradiated hepatic stellate cell,1
circlmtk2,"tuberculosis, pulmonary",0
hsa_circ_0029601,pre-eclampsia,1
circ-erbb2,stomach neoplasms,1
hsa_circ_0000337,"lymphoma, large b-cell, diffuse",0
hsa_circ_0081162,diabetic retinopathy,1
hsa_circ_0000177,glioma,1
hsa_circ_0047688,glioma,1
circnf1,tuberculosis,0
hsa_circ_0071410,liver neoplasms,1
circ-cdyl,colonic neoplasms,1
hsa_circrna_009024,diabetes mellitus,0
circmto1,stomach neoplasms,1
hsa_circ_0093996,irradiated hepatic stellate cell,0
hsa_circrna_101319,"arthritis, rheumatoid",1
hsa_circ_0060456,stomach neoplasms,1
hsa_circ_0087215,active pulmonary tuberculosis,0
circhla-c,endometriosis,0
hsa_circrna_101319,"tuberculosis, pulmonary",0
hsa_circ_0000408,"arthritis, rheumatoid",0
hsa_circ_0057481,laryngeal neoplasms,1
hsa_circrna_003251,lung neoplasms,0
hsa_circ_0005442,pre-eclampsia,1
hsa_circ_0051172,prostatic neoplasms,0
hsa_circ_0000199,stomach neoplasms,1
hsa_circ_0007294,triple negative breast neoplasms,1
hsa_circ_0000488,"leukemia, myeloid, acute",1
hsa_circ_cspp1,uterine cervical neoplasms,1
hsa_circ_0074027,osteoporosis,0
hsa_circrna_102034,"arthritis, rheumatoid",1
circrna-0067835,"lymphoma, large b-cell, diffuse",0
hsa_circ_0081143,esophageal squamous cell carcinoma,0
cznf609,"osteoporosis, postmenopausal",0
circrna_001569,tuberculosis,0
hsa_circ_0003998,irradiated hepatic stellate cell,0
circ-cspp1,prostatic neoplasms,0
circ_ankib1,hepatoblastoma,0
circtp63,lung squamous cell carcinoma,1
hsa_circ_0059655,myocardial infarction,0
circ_efcab2,"liver diseases, alcoholic",0
hsa_circ_0057481,"vitreoretinopathy, proliferative",0
circtp63,repeated implantation failure,0
hsa_circ_0076305,atherosclerosis,0
circrna_09585,endometrial neoplasms,0
circatrnl1,stomach neoplasms,0
circdlgap4,glioblastoma,0
hsa_circ_0005963,myocardial senescence,0
circtrim33-12,"vitreoretinopathy, proliferative",0
circfblim1,"carcinoma, hepatocellular",1
hsa_circrna_100918,t2dm with depression,1
hsa_circ_0001866,primary great saphenous vein varicosities,0
circrna6783,acne vulgaris,0
hsa_circ_0000073,"diabetes mellitus, type 2",0
hsa_circ_0008887,immunosenescence,1
hsa_circ_0067934,thyroid neoplasms,1
circ-itch,triple negative breast neoplasms,1
hsa_circ_0078767,herpes simplex,0
hsa_circ_0051240,cholangiocarcinoma,0
circshkbp1,"liver diseases, alcoholic",0
hsa_circ_0012919,"leukemia, lymphocytic, chronic, b-cell",0
circp4hb,active pulmonary tuberculosis,0
hsa_circ_0013958,myocardial infarction,0
hsa_circ_0001187,"diabetes mellitus, type 2",0
hsa_circ_0062389,"tuberculosis, pulmonary",0
circatrnl1,nasopharyngeal carcinoma,0
hsa_circ_0001361,leukemia,0
hsa_circ_0100783,leukoaraiosis,0
hsa-circrna11783-2,crohn disease,0
hsa_circ_0037911,facet joint osteoarthritis,0
circ-prmt5,bladder urothelial carcinoma,1
circ-sfmbt2,esophageal neoplasms,0
hsa_circ_0004277,leukemia,1
circrapgef5,"thyroid cancer, papillary",1
hsa_circ_0108308,heart failure,0
hsa_circ_101555,coronary artery disease,0
hsa_circ_0072765,"carcinoma, mucoepidermoid",0
circpvt1,osteosarcoma,1
circ_stk24,essential hypertension,0
hsa_circ_0102049,osteosarcoma,1
circnek6,leukoaraiosis,0
hsa_circ_087631,glioma,0
circrna_0046366,hepatocellular steatosis,1
circccdc66,tuberculosis,0
hsa_circ_0011780,"carcinoma, non-small-cell lung",1
hsa_circ_402458,infantile hemangioma,0
hsa_circ_103973,prostatic neoplasms,0
circdock1,sciatica,0
hsa_circ_0054633,"diabetes mellitus, type 2",1
hsa_circrna_102296,active tuberculosis,1
hsa_circ_0001178,triple negative breast neoplasms,0
circrna_000284,"hemorrhagic fever, ebola",0
circ_1639,"lupus erythematosus, systemic",0
czranb1,retinal neurodegeneration,1
hsa_circ_0072391,aortic aneurysm,0
circankrd36,precursor cell lymphoblastic leukemia-lymphoma,0
circ-prmt5,stomach neoplasms,1
hsa_circ_0092012,squamous cell carcinoma of head and neck,1
hsa_circ_0005540,multiple system atrophy,1
hsa_circ_0089378,coronary artery disease,1
hsa_circ_0003028,liver neoplasms,1
hsa_circ_0044235,"arthritis, rheumatoid",1
circnasp,"lupus erythematosus, systemic",0
hsa_circrna_100750,hepatocellular steatosis,0
hsa_circ_004183,diabetic cataract,0
hsa_circ_0032683,mucocutaneous lymph node syndrome,0
hsa_circ_0009362,triple negative breast neoplasms,1
hsa_circ_0059655,osteoarthritis,0
hsa_circrna_103047,"arthritis, rheumatoid",1
circ_ubqln1,myocardial senescence,0
hsa_circ_0106803,multiple sclerosis,1
hsa_circ_0083964,"arthritis, rheumatoid",1
hsa_circ_0000263,uterine cervical neoplasms,1
circ_004662,crohn disease,1
hsa_circ_104871,"lupus erythematosus, systemic",0
circmylk,thyroid neoplasms,0
circhipk3,squamous cell carcinoma of head and neck,1
hsa_circ_0006323,"liver diseases, alcoholic",0
hsa_circ_0038374,melanoma,0
hsa_circ_0026143,endometriosis,1
circrna_09585,"tuberculosis, pulmonary",1
circhipk3,stomach neoplasms,1
hsa_circ_0000284,colorectal neoplasms,1
hsa_circ_0078710,lung squamous cell carcinoma,0
hsa_circ_002082,"leukemia, promyelocytic, acute",0
hsa_circ_0001658,stomach neoplasms,1
circ_slc19a1,sciatica,0
circznf609,ovarian neoplasms,0
hsa_circ_002136,glioma,1
hsa_circ_0067934,adenocarcinoma of lung,1
circubap2,squamous cell carcinoma of head and neck,0
circamotl1l,prostatic neoplasms,1
hsa_circ_004183,"carcinoma, mucoepidermoid",0
circ_0002198,"liver cirrhosis, biliary",0
hsa_circrna_063981,breast neoplasms,0
circ-rad23b,gallbladder neoplasms,0
circlarp4,osteosarcoma,1
circnr3c1,active pulmonary tuberculosis,0
circ-itch,urinary bladder neoplasms,1
hsa_circ_0040705,hypopharyngeal neoplasms,0
hsa_circ_0006948,esophageal squamous cell carcinoma,1
hsa_circ_0072668,facet joint osteoarthritis,1
circyap1,stomach neoplasms,1
hsa_circ_0071410,liver cirrhosis,1
hsa_circrna_104296,active tuberculosis,1
circ-tcf4.85,"carcinoma, hepatocellular",1
circfat1,cardiac fibrosis,0
circrna_13478,"tuberculosis, pulmonary",1
hsa_circ_101280,facet joint osteoarthritis,0
hsa_circ_0073237,glioma,1
circ-znf264,aortic aneurysm,0
hsa_circ_0045714,esophageal squamous cell carcinoma,0
hsa_circrna_406557,cutaneous squamous cell carcinoma,0
circmylk,active tuberculosis,0
hsa_circ_0008450,nasopharyngeal carcinoma,1
hsa_circ_0001971,"diabetes, gestational",0
circman2b2,glioma,1
circmllt10,stomach neoplasms,1
hsa_circrna_086376,colorectal neoplasms,1
hsa_circ_0000654,gallbladder neoplasms,0
hsa_circrna_104854,repeated implantation failure,1
circabcc4,adenocarcinoma of lung,1
hsa_circ_0072765,liver cirrhosis,1
hsa_circ_0001073,colonic neoplasms,0
hsa_circ_001895,cholangiocarcinoma,0
hsa_circ_0005576,"prostatic neoplasms, castration-resistant",0
hsa_circ_0012384,hirschsprung disease,0
hsa_circ_0099999,pancreatic neoplasms,1
hsa_circ_0001742,"prostatic neoplasms, castration-resistant",0
hsa_circ_0060428,"leukemia, promyelocytic, acute",0
circpdss1,stomach neoplasms,1
hsa_circ_0001361,urinary bladder neoplasms,1
hsa_circ_0003171,primary great saphenous vein varicosities,1
hsa_circ_0002185,squamous cell carcinoma of head and neck,1
hsa_circ_0001721,melanoma,0
circgfra1,melanoma,0
hsa_circ_0034642,active pulmonary tuberculosis,0
hsa_circ_0007874,cutaneous squamous cell carcinoma,0
circ-atp8a2,uterine cervical neoplasms,1
circrna_atp9b,retinal neurodegeneration,0
circrna.20159,"diabetes, gestational",1
hsa_circ_0006215,pancreatic neoplasms,1
hsa_circrna_101720,"diabetes mellitus, type 2",0
hsa_circrna_044353,repeated implantation failure,1
circfut8,urinary bladder neoplasms,1
circ-znf609,prostatic neoplasms,1
hsa_circ_0023303,squamous cell carcinoma of head and neck,1
hsa_circ_0066922,immunosenescence,0
hsa_circ_0000615,hirschsprung disease,1
circrgnef,urinary bladder neoplasms,1
hsa_circ_0000073,salivary adenoid cystic carcinoma,0
hsa_circ_0001361,heart failure,0
circ-postn,lung squamous cell carcinoma,0
hsa_circrna_100192,diabetic retinopathy,1
hsa_circ_0000467,"tuberculosis, pulmonary",0
circrhot1,pancreatic neoplasms,1
hsa_circ_0044520,crohn disease,0
hsa_circrna_001937,active tuberculosis,1
circhipk3,gallbladder neoplasms,1
hsa_circ_0036877,multiple myeloma,0
hsa_circ_0070963,liver cirrhosis,1
hsa_circrna_061346,breast neoplasms,0
circrna_104433,moyamoya disease,0
hsa_circ_0072387,squamous cell carcinoma of head and neck,1
hsa_circ_0056731,"carcinoma, pancreatic ductal",0
hsa_circ_0000003,"carcinoma, non-small-cell lung",1
circ_stk24,"carcinoma, renal cell",0
hsa_circ_0001947,"leukemia, myeloid, acute",1
hsa_circ_0038374,multiple system atrophy,1
circrip2,urinary bladder neoplasms,1
circ-cdyl,myocardial infarction,0
circbirc6,"carcinoma, non-small-cell lung",1
circzfr,thyroid neoplasms,0
cdr1as,squamous cell carcinoma of head and neck,1
circr-284,carotid plaque rupture,1
circanks1b,hypertension,0
circibtk,salivary adenoid cystic carcinoma,0
hsa_circ_0000567,"carcinoma, hepatocellular",1
hsa_circ_0005127,facet joint osteoarthritis,1
circgfra1,essential hypertension,0
hsa_circ_0087537,salivary adenoid cystic carcinoma,0
hsa_circ_0055625,colonic neoplasms,1
circznf609,vascular endothelial dysfunction,1
circ_004662,"carcinoma, non-small-cell lung",0
circabcc2,crohn disease,0
hsa_circ_0000911,breast neoplasms,1
circ-cspp1,cardiovascular diseases,0
hsa_circrna_0054633,ovarian neoplasms,0
circp4hb,"carcinoma, non-small-cell lung",1
circhiat1,"carcinoma, renal cell",1
hsa_circ_0068942,multiple sclerosis,0
circ-foxm1,herpes simplex,0
circtada2a-e6,moyamoya disease,0
hsa_circ_0025202,urinary bladder neoplasms,0
hsa_circ_0007385,"leukemia, promyelocytic, acute",0
circfoxo3,cardiac senescence,1
circ_004662,salivary adenoid cystic carcinoma,0
hsa_circrna_014213,cardiovascular diseases,0
